method,seed,event,fell,n_win,dur,J,J_pitch,J_roll,J_vy,mean_vx,const,V_old
noadapt,1,18,1,47,0.47000000000000003,5.405255077314361,0.6345028592541602,6.059515782156475,,-0.09710659101549435,-1.2887635640962742,-2.0
noadapt,1,19,1,518,5.18,-0.5045692493365906,0.06020919465699407,0.7239851201026896,,0.27919362397754255,-1.2887635640962742,-2.0
noadapt,1,20,1,234,2.34,0.26801146681489185,0.15674335390157157,1.4000316770095944,,0.2921058025506484,-1.2887635640962742,-2.0
noadapt,1,21,1,373,3.73,-0.2709615905764211,0.08392495540647928,0.9338770181133738,,0.30419690365332536,-1.2887635640962742,-2.0
noadapt,1,22,1,219,2.19,0.3562874893953192,0.09990248455379476,1.5451485689377986,,0.2351920814637953,-1.2887635640962742,-2.0
noadapt,1,23,1,133,1.33,0.9551443635222576,0.13164752603452917,2.1122604015840025,,0.2936410110429178,-1.2887635640962742,-2.0
noadapt,1,24,1,645,6.45,-0.6440853070108481,0.02846156858617866,0.6162166884992475,,0.2502842537105679,-1.2887635640962742,-2.0
noadapt,1,25,1,117,1.17,1.9638221892914938,0.293053264221353,2.959532489166415,,0.0722014102511798,-1.2887635640962742,-2.0
noadapt,1,26,1,762,7.62,-0.7613412238476694,0.052338366748369974,0.4750839735002348,,0.03105308299395902,-1.2887635640962742,-2.0
noadapt,1,27,1,117,1.17,1.4252540830086844,0.2965345749883873,2.417483072116571,,0.5147692713460371,-1.2887635640962742,-2.0
noadapt,1,28,1,51,0.51,4.774979358400894,0.7446948114720097,5.319048111025158,,0.128868313319712,-1.2887635640962742,-2.0
noadapt,1,29,1,268,2.68,0.09775768351053626,0.12268887117547066,1.26383237643134,,0.4018002288902109,-1.2887635640962742,-2.0
noadapt,1,30,1,637,6.37,-0.6953102997744792,0.03344973076239132,0.5600035335594037,,0.24978181576596514,-1.2887635640962742,-2.0
noadapt,2,1,1,0,,,,,,,,-2.0
noadapt,2,2,1,312,3.12,-0.1575578993137745,0.10352517244614323,1.0276804923363565,,0.18859243589138586,-1.2887635640962742,-2.0
noadapt,2,3,1,0,,,,,,,,-2.0
noadapt,2,4,1,97,0.97,2.0120665390397843,0.39643835349753637,2.9043917496385223,,0.08510130732675283,-1.2887635640962742,-2.0
noadapt,2,5,1,18,0.18,10.361080213162085,0.7283917894044379,10.921451987853922,,-0.4237278879185198,-1.2887635640962742,-2.0
noadapt,2,6,1,141,1.41,1.1941475559575945,0.22162879119584677,2.261282328858022,,0.19265768668823022,-1.2887635640962742,-2.0
noadapt,2,7,1,33,0.33,6.164570837992071,0.7927928092449891,6.660541592843356,,-0.09404592003957982,-1.2887635640962742,-2.0
noadapt,2,8,1,12,0.12,12.801605558199208,2.341485664050382,11.748883458245102,,-0.2688176198924818,-1.2887635640962742,-2.0
noadapt,2,9,1,27,0.27,8.580333798068668,1.1312707544842917,8.737826607680653,,-0.27345683810408866,-1.2887635640962742,-2.0
noadapt,2,10,1,125,1.25,1.6774154178552856,0.27272967805517495,2.6934493038963847,,-0.023587284652053446,-1.2887635640962742,-2.0
noadapt,2,11,1,121,1.21,1.358821836536402,0.2877326234277227,2.3598527772049533,,0.1498816627434369,-1.2887635640962742,-2.0
noadapt,2,12,1,0,,,,,,,,-2.0
noadapt,2,13,1,30,0.3,8.254759947391888,1.1874639235350142,8.356059587953148,,-0.1817341383456039,-1.2887635640962742,-2.0
noadapt,2,14,1,37,0.37,6.682861597089444,0.9263976844530141,7.045227476732704,,0.00256109074269009,-1.2887635640962742,-2.0
noadapt,2,15,1,48,0.48,4.373504109770561,0.22997950615971477,5.43228816770712,,-0.12967458589556996,-1.2887635640962742,-2.0
noadapt,2,16,1,61,0.61,3.3937545081918374,0.5189932816816889,4.163524790606423,,0.2760753742086786,-1.2887635640962742,-2.0
noadapt,2,17,1,48,0.48,5.003019408454672,0.39665971606203554,5.895123256488911,,-0.5551913162023255,-1.2887635640962742,-2.0
noadapt,2,18,1,220,2.2,0.13411384922415293,0.09505332144671698,1.32782409187371,,0.30861221274857653,-1.2887635640962742,-2.0
noadapt,2,19,1,29,0.29,8.45239524784744,1.0494824203721265,8.691676391571589,,-0.3049124014852385,-1.2887635640962742,-2.0
noadapt,2,20,1,514,5.14,-0.5911920200786158,0.023103434471692733,0.6744681095459657,,0.23801238104829628,-1.2887635640962742,-2.0
noadapt,2,21,1,105,1.05,1.709908495097684,0.1902287071542943,2.808443352039664,,0.09087325688315964,-1.2887635640962742,-2.0
noadapt,2,22,1,1,0.01,21.620393478672025,7.218562417453667,15.690594625314633,,-0.11730732474474871,-1.2887635640962742,-2.0
noadapt,2,23,1,145,1.45,1.3220566504622953,0.22256951942515138,2.388250695133418,,0.09193368419886855,-1.2887635640962742,-2.0
noadapt,2,24,1,119,1.19,1.2955045549349162,0.17023597837013218,2.414032140661058,,0.14658230562878044,-1.2887635640962742,-2.0
noadapt,2,25,1,58,0.58,4.345778537118896,0.6228304803831329,5.011711620832037,,-0.06978385916950208,-1.2887635640962742,-2.0
noadapt,2,26,1,0,,,,,,,,-2.0
noadapt,2,27,1,0,,,,,,,,-2.0
noadapt,2,28,1,10,0.1,13.942378475271891,2.6988230062217116,12.532319033146454,,-0.060438751931006875,-1.2887635640962742,-2.0
